label;feat_0;feat_1;feat_2;feat_3;feat_4;feat_5;feat_6;feat_7;feat_8;feat_9;feat_10;feat_11;feat_12;feat_13;feat_14;feat_15;feat_16;feat_17;feat_18;feat_19;feat_20;feat_21;feat_22;feat_23;feat_24;feat_25;feat_26;feat_27;feat_28;feat_29;feat_30;feat_31;feat_32;feat_33;feat_34;feat_35;feat_36;feat_37;feat_38;feat_39;feat_40;feat_41;feat_42;feat_43;feat_44;feat_45;feat_46;feat_47;feat_48;feat_49;feat_50;feat_51;feat_52;feat_53;feat_54;feat_55;feat_56;feat_57;feat_58;feat_59;feat_60;feat_61;feat_62;feat_63;feat_64;feat_65;feat_66;feat_67;feat_68;feat_69;feat_70;feat_71;feat_72;feat_73;feat_74;feat_75;feat_76;feat_77;feat_78;feat_79;feat_80;feat_81;feat_82;feat_83;feat_84;feat_85;feat_86;feat_87;feat_88;feat_89;feat_90;feat_91;feat_92;feat_93;feat_94;feat_95;feat_96;feat_97;feat_98;feat_99;feat_100;feat_101;feat_102;feat_103;feat_104;feat_105;feat_106;feat_107;feat_108;feat_109;feat_110;feat_111;feat_112;feat_113;feat_114;feat_115;feat_116;feat_117;feat_118;feat_119;feat_120;feat_121;feat_122;feat_123;feat_124;feat_125
A;0.0;0.0;0.0;-0.0740930438041687;-0.0027475357055664062;-0.012436522698600072;-0.13331347703933716;-0.03202807903289795;-0.03070742317159869;-0.181901752948761;-0.043366193771362305;-0.053157380378443975;-0.22622090578079224;-0.029320240020751953;-0.07576901704688765;-0.1367996335029602;-0.17209583520889282;-0.01781665772815444;-0.18308275938034058;-0.23378562927246094;-0.044065269237954396;-0.20914161205291748;-0.2835351824760437;-0.058872545665700216;-0.22724860906600952;-0.32534724473953247;-0.06951415777822234;-0.10459154844284058;-0.182015061378479;-0.030228725230891484;-0.1680283546447754;-0.11810755729675293;-0.06432809174676635;-0.1520392894744873;-0.07048869132995605;-0.0686246329607556;-0.13247108459472656;-0.06780070066452026;-0.06547346950193145;-0.07489210367202759;-0.16245615482330322;-0.04551729426403739;-0.12978678941726685;-0.0684385895729065;-0.07604731113334395;-0.10615593194961548;-0.036251187324523926;-0.06546052784343459;-0.08510172367095947;-0.04797685146331787;-0.052684428698022145;-0.051511526107788086;-0.1267058253288269;-0.06314265221973159;-0.09509789943695068;-0.04748314619064331;-0.08195035398622252;-0.0771629810333252;-0.021294593811035156;-0.07315491378923156;-0.05830216407775879;-0.028346657752990723;-0.061861692524153966;0.0;0.0;0.0;0.0670337975025177;-0.004158735275268555;-0.009428939490700117;0.12366941571235657;-0.022298038005828857;-0.028760618238830915;0.16718131303787231;-0.022619783878326416;-0.053115051879668584;0.19789615273475647;-0.00726240873336792;-0.07719019491889512;0.1159297525882721;-0.16042202711105347;-0.0328213057360891;0.16421517729759216;-0.21362751722335815;-0.06412069190957581;0.19653302431106567;-0.2579026222229004;-0.08402159501531159;0.2201017141342163;-0.29725486040115356;-0.09794784773805176;0.08282983303070068;-0.1806299090385437;-0.044792663945937505;0.12256452441215515;-0.09476637840270996;-0.08134266425588166;0.10357984900474548;-0.05772596597671509;-0.08747057308175599;0.08381083607673645;-0.06206697225570679;-0.08760469098308121;0.04995843768119812;-0.16538548469543457;-0.057572700723195425;0.08517998456954956;-0.06303733587265015;-0.08782469172694718;0.06810614466667175;-0.04075026512145996;-0.08017930079915558;0.053908199071884155;-0.05507767200469971;-0.0714146613023523;0.021500974893569946;-0.1338139772415161;-0.07251198281266724;0.05279555916786194;-0.048557937145233154;-0.08897710283019578;0.045329779386520386;-0.02943861484527588;-0.08118203718879258;0.035461992025375366;-0.03985351324081421;-0.07240447838523423
A;0.0;0.0;0.0;-0.08268612623214722;-0.005926012992858887;-0.013274860147326706;-0.14274775981903076;-0.04209166765213013;-0.031245484527140377;-0.1924625039100647;-0.05656909942626953;-0.053541801448851345;-0.24171003699302673;-0.043126821517944336;-0.07620206433156085;-0.145807147026062;-0.18746274709701538;-0.018950845625191448;-0.19490063190460205;-0.2608415484428406;-0.04720413270214152;-0.22420358657836914;-0.31413763761520386;-0.06363628762581897;-0.24633049964904785;-0.35912221670150757;-0.07604225682833743;-0.10757416486740112;-0.2023981809616089;-0.032231814738302944;-0.17340314388275146;-0.13891667127609253;-0.07200233596184802;-0.15748846530914307;-0.08423811197280884;-0.0792108173928554;-0.1376882791519165;-0.07532685995101929;-0.07703345971921038;-0.07289546728134155;-0.18234628438949585;-0.04835025924065661;-0.12884676456451416;-0.08012348413467407;-0.08319305586436343;-0.10273444652557373;-0.04532599449157715;-0.07239393847802233;-0.07986164093017578;-0.056667447090148926;-0.05851478087523532;-0.04686862230300903;-0.14227575063705444;-0.06683343606808734;-0.09098970890045166;-0.053752899169921875;-0.08829332100966525;-0.07209831476211548;-0.025883972644805908;-0.07911048042395663;-0.05279254913330078;-0.0361098051071167;-0.0669580097756679;0.0;0.0;0.0;0.07403287291526794;-0.0050130486488342285;-0.011296090531106584;0.1390964686870575;-0.029136180877685547;-0.030064754049237363;0.18730178475379944;-0.033355534076690674;-0.053784364695604436;0.2235850691795349;-0.019283533096313477;-0.07762276553636371;0.13266977667808533;-0.17630493640899658;-0.03582779117947399;0.18676063418388367;-0.23728787899017334;-0.0668975653601247;0.22199395298957825;-0.2841727137565613;-0.08659456842666446;0.24838605523109436;-0.32750415802001953;-0.1008011417937833;0.0953747034072876;-0.1987975835800171;-0.04807990216737568;0.13551941514015198;-0.10383176803588867;-0.08866325938230335;0.11220544576644897;-0.06250995397567749;-0.09815697544341861;0.08685302734375;-0.06533956527709961;-0.09974456750875293;0.056876808404922485;-0.18501132726669312;-0.06081685968762218;0.09307578206062317;-0.07235157489776611;-0.09522797339683353;0.0721045434474945;-0.046910107135772705;-0.09013834023004352;0.05391412973403931;-0.06188809871673584;-0.08190314644103824;0.02147144079208374;-0.1554751992225647;-0.07559777968650638;0.05693432688713074;-0.06491643190383911;-0.09474855088716327;0.047585099935531616;-0.040141284465789795;-0.08739054375415622;0.034364134073257446;-0.04696553945541382;-0.07788307392125904
A;0.0;0.0;0.0;-0.08395993709564209;-0.003097355365753174;-0.013575845487885374;-0.14263641834259033;-0.037025272846221924;-0.035158283167056936;-0.18785595893859863;-0.05659550428390503;-0.0614117189277934;-0.23332273960113525;-0.04427975416183472;-0.08788514425652494;-0.1500071883201599;-0.19035404920578003;-0.022256543018393415;-0.20020514726638794;-0.25923240184783936;-0.05285568451183309;-0.23048824071884155;-0.31435495615005493;-0.07149549116986265;-0.2521595358848572;-0.36066532135009766;-0.08552418937581052;-0.11007440090179443;-0.20395773649215698;-0.03671824847953786;-0.17587518692016602;-0.13274431228637695;-0.07549120029108991;-0.15464210510253906;-0.07992041110992432;-0.08018676479952802;-0.1302838921546936;-0.08129435777664185;-0.07691486468213071;-0.07464605569839478;-0.18101263046264648;-0.054207864307336706;-0.13518953323364258;-0.07630676031112671;-0.08584344675438871;-0.1116134524345398;-0.04086953401565552;-0.07082840343611707;-0.08890217542648315;-0.054956138134002686;-0.05557235246198644;-0.048810362815856934;-0.13758456707000732;-0.07462071170704832;-0.09980893135070801;-0.048364341259002686;-0.09418368627923002;-0.08154541254043579;-0.02295076847076416;-0.08256879737275113;-0.060776352882385254;-0.03693109750747681;-0.06919437935250272;0.0;0.0;0.0;0.07441937923431396;-0.00465768575668335;-0.010254581231105675;0.14096763730049133;-0.03028237819671631;-0.027920988160598625;0.18880650401115417;-0.03357642889022827;-0.05109301652334963;0.225222647190094;-0.017547905445098877;-0.0743705078544501;0.13291147351264954;-0.18171191215515137;-0.031512086051929344;0.18806341290473938;-0.2416958212852478;-0.06287859823130404;0.22373324632644653;-0.2906041741371155;-0.0834836259069327;0.24853864312171936;-0.33665043115615845;-0.098526124614704;0.09515610337257385;-0.20479828119277954;-0.04472990776919161;0.1360226273536682;-0.1100568175315857;-0.08482015575789248;0.11716651916503906;-0.06823432445526123;-0.09489019657992159;0.09367787837982178;-0.07073050737380981;-0.0972150757493857;0.05662256479263306;-0.19040721654891968;-0.058747325796115746;0.09437382221221924;-0.07542914152145386;-0.09252543445252215;0.07655704021453857;-0.048014819622039795;-0.0875427245678786;0.06048440933227539;-0.06283789873123169;-0.07983279671095644;0.022383570671081543;-0.1579439640045166;-0.0749968334617499;0.05938708782196045;-0.05888330936431885;-0.09348561312578951;0.04997062683105469;-0.0331912636756897;-0.08627976920031344;0.03725898265838623;-0.04124242067337036;-0.07729006256483828
A;0.0;0.0;0.0;-0.08258098363876343;-0.01007235050201416;-0.0058954501517263225;-0.14773154258728027;-0.038493573665618896;-0.02568605346532138;-0.1992608904838562;-0.037915170192718506;-0.05080667501242431;-0.24811270833015442;-0.016232609748840332;-0.07754449909479888;-0.15050965547561646;-0.1886642575263977;-0.02491463711412223;-0.20332425832748413;-0.25957590341567993;-0.05620992919357093;-0.23464316129684448;-0.31575119495391846;-0.07511432086975844;-0.2586207687854767;-0.35998886823654175;-0.08948593204767974;-0.1083906888961792;-0.19999796152114868;-0.04201273610742362;-0.18392205238342285;-0.10834968090057373;-0.07905225073845656;-0.16032707691192627;-0.05266380310058594;-0.08066632216723235;-0.13358074426651;-0.05117380619049072;-0.07625820850880416;-0.07140284776687622;-0.17100918292999268;-0.06109720086605819;-0.13604772090911865;-0.04984766244888306;-0.08952109133751662;-0.1095934510231018;-0.02355051040649414;-0.07206093883068831;-0.08542782068252563;-0.04264301061630249;-0.05622511720211776;-0.042865097522735596;-0.12348884344100952;-0.08216383671314986;-0.09584039449691772;-0.027793705463409424;-0.10075665628464492;-0.0776369571685791;-0.006830990314483643;-0.08786170547755034;-0.05866515636444092;-0.024556994438171387;-0.07371508693249496;0.0;0.0;0.0;0.07156211137771606;-0.0015750527381896973;-0.013636087225277649;0.13785767555236816;-0.02756369113922119;-0.032957765431602226;0.18556103110313416;-0.0335196852684021;-0.0567930295779302;0.22392314672470093;-0.02622014284133911;-0.08040846434374593;0.13110306859016418;-0.18695324659347534;-0.03618781563778661;0.18646061420440674;-0.24909460544586182;-0.067262503476341;0.2222060263156891;-0.2976083755493164;-0.08852014240761541;0.24795779585838318;-0.3434879779815674;-0.10447598543902181;0.09263744950294495;-0.2105088233947754;-0.047979052336414085;0.13256493210792542;-0.11420166492462158;-0.08842267391224645;0.11510172486305237;-0.07038092613220215;-0.09999156293411993;0.09096458554267883;-0.07088601589202881;-0.10393778529902242;0.05260005593299866;-0.19506800174713135;-0.060462634237010704;0.0893976092338562;-0.08293914794921875;-0.09365225133438848;0.07500907778739929;-0.05242115259170532;-0.08831052777310155;0.058821529150009155;-0.0641622543334961;-0.08106343743344091;0.016453027725219727;-0.1612870693206787;-0.07548584339161657;0.051688164472579956;-0.06581330299377441;-0.09431978610296987;0.045398205518722534;-0.03843790292739868;-0.08702037778635763;0.032882094383239746;-0.044297218322753906;-0.07807794508476995
A;0.0;0.0;0.0;-0.07527261972427368;-0.019124984741210938;-0.015092455510099967;-0.13912451267242432;-0.048163652420043945;-0.03923344212402924;-0.19034022092819214;-0.041968345642089844;-0.06703476208080872;-0.23501497507095337;-0.016840457916259766;-0.09612086760630234;-0.1359996199607849;-0.20005464553833008;-0.041828512873550494;-0.19580435752868652;-0.28109580278396606;-0.07835380333294495;-0.22956126928329468;-0.34264153242111206;-0.10087180482973679;-0.2544142007827759;-0.3917989134788513;-0.11729675131668671;-0.08827120065689087;-0.20593029260635376;-0.056021313842435916;-0.1646234393119812;-0.11542648077011108;-0.09589486169447525;-0.1444675326347351;-0.053564608097076416;-0.09597523110737427;-0.11389338970184326;-0.06117355823516846;-0.09038914340366944;-0.045294761657714844;-0.1698738932609558;-0.07269744920363053;-0.11503177881240845;-0.05714881420135498;-0.10137487548222168;-0.09800630807876587;-0.02229684591293335;-0.08014618205656632;-0.07371526956558228;-0.04566240310668945;-0.06242808672418221;-0.012106537818908691;-0.11710250377655029;-0.09259999888767823;-0.07114905118942261;-0.02319633960723877;-0.10872017192473038;-0.0594136118888855;0.005413234233856201;-0.09047211306919678;-0.03825187683105469;-0.010263502597808838;-0.07310811775555237;0.0;0.0;0.0;0.07359233498573303;-0.0013020038604736328;-0.016248648838420365;0.14475855231285095;-0.02612978219985962;-0.04040845282496974;0.19523736834526062;-0.03387802839279175;-0.06981694497289226;0.23588788509368896;-0.022260069847106934;-0.09983294256152675;0.1420477032661438;-0.20109927654266357;-0.04423659466328189;0.19965428113937378;-0.27429938316345215;-0.08471608705939815;0.23707729578018188;-0.3321577310562134;-0.11066546835126445;0.2644198536872864;-0.38509005308151245;-0.1283115426463084;0.09479960799217224;-0.2347894310951233;-0.056736396477838014;0.12911385297775269;-0.131217360496521;-0.10220779277505443;0.11237642168998718;-0.06954967975616455;-0.11004395581903026;0.09247702360153198;-0.06572556495666504;-0.10962842948855922;0.04383760690689087;-0.22102981805801392;-0.07070053912820384;0.07928517460823059;-0.09722036123275757;-0.1121800894302325;0.07001173496246338;-0.05119293928146362;-0.10330596365155742;0.058719128370285034;-0.06166201829910278;-0.09109707720698879;-0.0031839311122894287;-0.1851232647895813;-0.08702380754174754;0.03207272291183472;-0.07939696311950684;-0.10920490868510768;0.03206457197666168;-0.03610187768936157;-0.09657729216041133;0.024248749017715454;-0.03680574893951416;-0.08210607417048976
A;0.0;0.0;0.0;-0.07499432563781738;0.005642712116241455;-0.013416358955993246;-0.1480724811553955;-0.01873999834060669;-0.029355997905923914;-0.20293402671813965;-0.024923324584960938;-0.05025637963493068;-0.24738001823425293;-0.00532841682434082;-0.07126853683669765;-0.16247457265853882;-0.16515934467315674;-0.016981797979070734;-0.21005719900131226;-0.24058175086975098;-0.04207415202338893;-0.23741573095321655;-0.2946091294288635;-0.05827464231927593;-0.26063910126686096;-0.34270697832107544;-0.0717768079944392;-0.12809669971466064;-0.19023048877716064;-0.029380474925829958;-0.17231810092926025;-0.11699539422988892;-0.06486640194137294;-0.15743398666381836;-0.07402241230010986;-0.07275943526704509;-0.14413201808929443;-0.07954561710357666;-0.07350119271953304;-0.09161597490310669;-0.184445321559906;-0.04475724393208225;-0.13058388233184814;-0.08408701419830322;-0.07506177643020351;-0.10349756479263306;-0.048364341259002686;-0.06502280452926357;-0.08147686719894409;-0.05791342258453369;-0.05363421955783565;-0.05995732545852661;-0.16293668746948242;-0.06323395738084514;-0.09518003463745117;-0.07850837707519531;-0.08218962022741039;-0.07631939649581909;-0.04983723163604736;-0.0743204064079066;-0.05797147750854492;-0.056153059005737305;-0.06410232254941661;0.0;0.0;0.0;0.06816419959068298;-0.0018638968467712402;-0.015308884928494138;0.13350516557693481;-0.021569013595581055;-0.036155762175589246;0.18228524923324585;-0.020199060440063477;-0.06130085329201762;0.21769100427627563;-0.0020248889923095703;-0.08663604224708621;0.13139936327934265;-0.17131489515304565;-0.03613113800671641;0.18233105540275574;-0.2367650270462036;-0.06744901652124469;0.2135503888130188;-0.28458529710769653;-0.08703064734724109;0.23629605770111084;-0.32932478189468384;-0.10080475921419207;0.09067445993423462;-0.196941077709198;-0.04682196120408122;0.12760639190673828;-0.11692601442337036;-0.08291835899141375;0.11040171980857849;-0.07152146100997925;-0.08955221439388339;0.09146067500114441;-0.07614070177078247;-0.09026253039625232;0.04817041754722595;-0.18628185987472534;-0.05899423922088687;0.08390024304389954;-0.09066373109817505;-0.09215161765602176;0.0722694993019104;-0.05703538656234741;-0.08521862144258563;0.06032249331474304;-0.06908643245697021;-0.0761523004868323;0.010356083512306213;-0.15890926122665405;-0.07340045834568087;0.04626733064651489;-0.08182436227798462;-0.0910051521160895;0.04422086477279663;-0.049498915672302246;-0.08048470134523455;0.03511542081832886;-0.05010056495666504;-0.06909594501045291
A;0.0;0.0;0.0;-0.07997983694076538;0.006302297115325928;-0.007682930697114898;-0.1499727964401245;-0.02779364585876465;-0.01913271799719496;-0.19928991794586182;-0.04883098602294922;-0.03590147897637053;-0.2421102523803711;-0.038172900676727295;-0.05308008149302168;-0.16222482919692993;-0.1646319031715393;-0.012495509833456708;-0.21527379751205444;-0.2247719168663025;-0.03850430578029318;-0.2441490888595581;-0.2721237540245056;-0.05712017744815512;-0.26763007044792175;-0.3169671297073364;-0.07263136610424681;-0.12658226490020752;-0.19458532333374023;-0.027070585191609098;-0.1684187650680542;-0.10039007663726807;-0.06401183411514921;-0.14086616039276123;-0.04458022117614746;-0.07183223918116255;-0.11649560928344727;-0.04349905252456665;-0.07186940267718;-0.08873230218887329;-0.18811893463134766;-0.04398878246581717;-0.12606501579284668;-0.0724635124206543;-0.0728064845505969;-0.09972727298736572;-0.0316007137298584;-0.05826118916309042;-0.0794609785079956;-0.03874814510345459;-0.0445302757624404;-0.05587190389633179;-0.16100847721099854;-0.06383802697098417;-0.08751291036605835;-0.06470489501953125;-0.08226361826098127;-0.06992030143737793;-0.03416895866394043;-0.07178588166868849;-0.053763389587402344;-0.04213404655456543;-0.05980695739424391;0.0;0.0;0.0;0.07282739877700806;-0.00026977062225341797;-0.008845418657589477;0.1392274796962738;-0.027542829513549805;-0.025211478549469035;0.18767526745796204;-0.036189377307891846;-0.04668419711612515;0.22901740670204163;-0.02433180809020996;-0.0680790682914143;0.13615918159484863;-0.1690887212753296;-0.029789064976800006;0.18910101056098938;-0.2220328450202942;-0.06061180956982426;0.2213890552520752;-0.266463041305542;-0.08109865986131481;0.24401450157165527;-0.30872082710266113;-0.09604851804994397;0.10055097937583923;-0.1943110227584839;-0.04236110575817875;0.1398238241672516;-0.09980005025863647;-0.08031295888446621;0.11795023083686829;-0.060687124729156494;-0.08911768995546154;0.09412512183189392;-0.0661306381225586;-0.09139147304319195;0.06281423568725586;-0.18234848976135254;-0.05581737213157467;0.09875354170799255;-0.07243496179580688;-0.08864252172731213;0.0779414176940918;-0.045467376708984375;-0.08305486195110134;0.06141737103462219;-0.05940788984298706;-0.07560463898204617;0.028487086296081543;-0.15282851457595825;-0.07118999116443447;0.06398552656173706;-0.05895113945007324;-0.08980549775384716;0.05139899253845215;-0.03586125373840332;-0.08344701581023983;0.03719288110733032;-0.04594522714614868;-0.07561229072831921
A;0.0;0.0;0.0;-0.08024102449417114;0.0001074671745300293;-0.013351853917569656;-0.1482691764831543;-0.04308098554611206;-0.026192960310012836;-0.1942785382270813;-0.07873523235321045;-0.042755189332396526;-0.23839950561523438;-0.08826935291290283;-0.05915689745846464;-0.1450679898262024;-0.18097662925720215;-0.01776035966280176;-0.18308722972869873;-0.2599465250968933;-0.04322691911760046;-0.2042836844921112;-0.3188823461532593;-0.05941172221604063;-0.22057706117630005;-0.37008100748062134;-0.0727487159699507;-0.10461753606796265;-0.2052282691001892;-0.028410944137007732;-0.15700721740722656;-0.12457925081253052;-0.06398973891440107;-0.13983291387557983;-0.07235926389694214;-0.0694297952384062;-0.11853796243667603;-0.07472050189971924;-0.06813027242127134;-0.06547749042510986;-0.1954837441444397;-0.04185289421978666;-0.1149517297744751;-0.09582263231277466;-0.07096694687309935;-0.09548866748809814;-0.057218194007873535;-0.056195567342669506;-0.07590925693511963;-0.06652063131332397;-0.04229043329063131;-0.03253263235092163;-0.16814297437667847;-0.058441783282191295;-0.07475918531417847;-0.08488714694976807;-0.07873878160420134;-0.05964785814285278;-0.058089375495910645;-0.06920437792244627;-0.04132711887359619;-0.07038122415542603;-0.0572864664525099;0.0;0.0;0.0;0.06857603788375854;-0.012598752975463867;-0.014534909624206449;0.12917166948318481;-0.04883241653442383;-0.034398788932310964;0.17910578846931458;-0.06442683935165405;-0.05841686424945536;0.2235097885131836;-0.06283599138259888;-0.08203150180314722;0.10528033971786499;-0.18619656562805176;-0.03197960403894129;0.14386284351348877;-0.24728262424468994;-0.060986621651398565;0.16805922985076904;-0.3004687428474426;-0.07956093398069086;0.18642538785934448;-0.34431910514831543;-0.09336624142860117;0.06898602843284607;-0.20245695114135742;-0.04232052561973276;0.11809960007667542;-0.11492043733596802;-0.07955224660371485;0.10198599100112915;-0.07352685928344727;-0.08788457361196222;0.08141875267028809;-0.0733986496925354;-0.08965596405004206;0.034914612770080566;-0.1833847165107727;-0.054065281871306325;0.08133453130722046;-0.08492642641067505;-0.08492524025176706;0.06468778848648071;-0.05805999040603638;-0.07839288410876932;0.04851853847503662;-0.06894469261169434;-0.07088164088462534;0.004223048686981201;-0.14873415231704712;-0.06856897321675959;0.04670983552932739;-0.06964033842086792;-0.08709627983306589;0.0390934944152832;-0.046833574771881104;-0.08136095700000467;0.025956004858016968;-0.053597986698150635;-0.0739707931611413
A;0.0;0.0;0.0;-0.07884842157363892;-0.0013304352760314941;-0.010017184937993306;-0.14544475078582764;-0.041527628898620605;-0.021232540185252446;-0.18985038995742798;-0.07117080688476562;-0.037113478804627675;-0.23429328203201294;-0.07541751861572266;-0.053266266758242864;-0.15319430828094482;-0.18062901496887207;-0.014834469581643361;-0.2056296467781067;-0.2521704435348511;-0.04142606111864211;-0.2354486584663391;-0.3046260476112366;-0.059457673157254476;-0.26034024357795715;-0.3518329858779907;-0.07372659298280837;-0.1150662899017334;-0.2076447606086731;-0.02814110221962096;-0.16810721158981323;-0.13286179304122925;-0.06622028949360015;-0.155234694480896;-0.07689553499221802;-0.07524375470975997;-0.13870161771774292;-0.06842827796936035;-0.07543989124397399;-0.07710099220275879;-0.19975507259368896;-0.04379885497192504;-0.12301266193389893;-0.09555566310882568;-0.07601276638607146;-0.10189855098724365;-0.04919421672821045;-0.0638955071816838;-0.0818747878074646;-0.050612807273864746;-0.05003008099893691;-0.04439353942871094;-0.1721336841583252;-0.06204429122308852;-0.08183836936950684;-0.08432400226593018;-0.08240116986135604;-0.0660167932510376;-0.05085110664367676;-0.07229763867954375;-0.04813486337661743;-0.05637919902801514;-0.05944411682585837;0.0;0.0;0.0;0.07377217710018158;-0.003956139087677002;-0.011666367895825758;0.13889123499393463;-0.036141395568847656;-0.028296641208156004;0.1849595159292221;-0.061508119106292725;-0.04827495770893897;0.22969557344913483;-0.07018887996673584;-0.06838681282840575;0.12884221971035004;-0.16425901651382446;-0.03499632807813491;0.17972145974636078;-0.22355115413665771;-0.0623362298532566;0.209915891289711;-0.2709447145462036;-0.0801633346303543;0.23137114942073822;-0.3140258193016052;-0.0935656327231964;0.09074662625789642;-0.18914812803268433;-0.04512913631640281;0.12744469940662384;-0.10535609722137451;-0.08113296809039916;0.1160639077425003;-0.05502498149871826;-0.08947311075769271;0.09890474379062653;-0.04415208101272583;-0.09166659893833007;0.05044366419315338;-0.1798369288444519;-0.05564842479668464;0.08987052738666534;-0.08669745922088623;-0.08648004861913527;0.08106459677219391;-0.049333393573760986;-0.07804896416507567;0.06875453889369965;-0.04699164628982544;-0.0688875588997444;0.012538835406303406;-0.15474915504455566;-0.06811890485130156;0.05074743926525116;-0.08425325155258179;-0.08717523994289245;0.05327834188938141;-0.04783356189727783;-0.07828134777389373;0.04852719604969025;-0.03689265251159668;-0.06769813331209029
A;0.0;0.0;0.0;-0.0823436975479126;0.010552704334259033;-0.007883439278387527;-0.14889538288116455;-0.010834932327270508;-0.021669417126261692;-0.19362419843673706;-0.026673734188079834;-0.039853378636919956;-0.23160648345947266;-0.021499574184417725;-0.05864951337703417;-0.16527199745178223;-0.1548125147819519;-0.022152868537389736;-0.2201751470565796;-0.21457552909851074;-0.04821879739888857;-0.2522343099117279;-0.26385557651519775;-0.06629573504456232;-0.27666324377059937;-0.3074677586555481;-0.08087170074709604;-0.12903988361358643;-0.1756988763809204;-0.03615931744703005;-0.1790410876274109;-0.08258932828903198;-0.07123400221594522;-0.15819305181503296;-0.03210371732711792;-0.07753270070084284;-0.13443535566329956;-0.02880960702896118;-0.07773707012661646;-0.09233951568603516;-0.16044670343399048;-0.05173274080284784;-0.13967645168304443;-0.04964315891265869;-0.07973468254336069;-0.11874902248382568;-0.015198290348052979;-0.06637529979475687;-0.09794372320175171;-0.022829174995422363;-0.05387278224357317;-0.0606464147567749;-0.12558120489120483;-0.06963351319559763;-0.10161662101745605;-0.036577582359313965;-0.08813577841051767;-0.08781379461288452;-0.011012017726898193;-0.07779568384417246;-0.07064855098724365;-0.01980370283126831;-0.06591229091414164;0.0;0.0;0.0;0.07250358164310455;0.004803359508514404;-0.010334840675922496;0.14277417957782745;-0.01115959882736206;-0.027477419635387523;0.19635139405727386;-0.005056202411651611;-0.04899150010022746;0.23771832883358002;0.015006840229034424;-0.06994156416329966;0.14068619906902313;-0.14314502477645874;-0.030345414465399845;0.1926601082086563;-0.19082003831863403;-0.0574895764497243;0.22618375718593597;-0.2345932126045227;-0.07571156944903956;0.2502432018518448;-0.27377253770828247;-0.08968390401277171;0.10829965770244598;-0.16462701559066772;-0.0417623693850957;0.14171616733074188;-0.06489747762680054;-0.07697208847674952;0.12294529378414154;-0.026520848274230957;-0.08569284405383693;0.10473509132862091;-0.02886831760406494;-0.08845510955724345;0.07276265323162079;-0.15350985527038574;-0.0538732397166215;0.10284276306629181;-0.03975588083267212;-0.08187003310594188;0.08446936309337616;-0.01951700448989868;-0.0753937127796136;0.07049743831157684;-0.034414052963256836;-0.06861218686971293;0.03895752131938934;-0.12677228450775146;-0.06843415524634944;0.06979601085186005;-0.03425806760787964;-0.08422028895291911;0.05837617814540863;-0.015407741069793701;-0.0775013628211938;0.046573951840400696;-0.024419426918029785;-0.0699698093143426
